query_id,texto_original,AP_Vetorial,P10_Vetorial,NDCG_Vetorial,AP_BM25,P10_BM25,NDCG_BM25,Diferenca_BM25_menos_Vetorial,Media_AP
36,"has anyone investigated relaxation effects on gaseous heat transfer to a
suddenly heated wall .",0.06447628458498024,0.1,0.1480409554829326,0.502375296912114,0.1,0.46927872602275644,0.4378990123271338,0.2834257907485471
37,are there any theoretical methods for predicting base pressure .,0.18569803446637767,0.2,0.1823963936993017,0.0947992496607924,0.1,0.05937522820073476,-0.09089878480558528,0.14024864206358503
38,does transition in the hypersonic wake depend on body geometry and size,0.0372796110273648,0.1,0.05199246247101202,0.04899378661617591,0.0,0.0,0.011714175588811111,0.04313669882177036
39,how can one detect transition phenomena in boundary layers .,0.19190702891380507,0.2,0.31889901946620486,0.15488046860135307,0.2,0.245451881836334,-0.037026560312451995,0.17339374875757907
40,how can one detect transition phenomena in hypersonic wakes .,0.06011000334380687,0.2,0.10837471265026907,0.10257212676188603,0.2,0.1393861786187838,0.04246212341807916,0.08134106505284644
41,"has anyone investigated and developed a simple model for the vortex
wake behind a cruciform wing .",0.7916666666666666,0.3,0.8916873528495691,0.8666666666666667,0.3,0.9272758027051587,0.07500000000000007,0.8291666666666666
42,"what is a criterion that the transonic flow around an airfoil with a
round leading edge be validly analyzed by the linearized transonic flow
theory .",0.22326183326183324,0.3,0.3901096678197017,0.18834041625803638,0.3,0.3634706911650262,-0.03492141700379686,0.2058011247599348
43,"can the transonic flow around an arbitrary smooth thin airfoil be
analysed in a simple approximate way .",0.6241359447004607,0.5,0.7924811129254293,0.5584905339723327,0.4,0.7873362959749128,-0.06564541072812802,0.5913132393363967
44,"what are the details of the rigorous kinetic theory of gases .
(chapman-enskog theory) .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,"has anyone investigated the effect of surface mass transfer on
hypersonic viscous interactions .",0.23098888774786178,0.2,0.3602664366984503,0.2072463320436803,0.1,0.279901702223461,-0.02374255570418149,0.21911760989577103
46,"what is the combined effect of surface heat and mass transfer on
hypersonic flow .",0.2960661035811685,0.5,0.4189201073615318,0.3824062743107925,0.6,0.5966431453790035,0.08634017072962397,0.3392361889459805
47,"what are the existing solutions for hypersonic viscous interactions over
an insulated flat plate .",0.3587893811864755,0.5,0.3839002041016576,0.40463474488737294,0.6,0.440519172880186,0.045845363700897424,0.38171206303692423
48,what controls leading-edge attachment at transonic speeds .,0.17975985994096144,0.3,0.3711219827663348,0.2065592842309828,0.3,0.39957899626793536,0.026799424290021356,0.19315957208597212
49,"can the three-point boundary-value problem for the blasius equation
be integrated numerically,  using suitable transformations,  without
iteration on the boundary conditions .",0.14087301587301587,0.1,0.3273949503887395,0.13448275862068965,0.1,0.2940806813328203,-0.006390257252326226,0.13767788724685276
50,"what are the effects of small amounts of gas rarefaction on the
characteristics of the boundary layers on slender bodies of revolution .",0.06150863767500278,0.1,0.19676000841063562,0.10073756608528694,0.1,0.2882482022578178,0.039228928410284164,0.08112310188014486
51,"what is the available information pertaining to boundary layers on very
slender bodies of revolution in continuum flow (the ?transverse
curvature  effect) .",0.48749442586399094,0.5,0.5306259502199117,0.504439100952423,0.6,0.4836973088156431,0.016944675088432004,0.49596676340820695
52,"what is the available information pertaining to the effect of slight
rarefaction on boundary layer flows (the ?slip? effect) .",0.7708333333333333,0.4,0.7123434578012986,0.5902777777777777,0.4,0.6339959090689976,-0.18055555555555558,0.6805555555555555
53,"what investigations have been made of the flow field about a body moving
through a rarefied,  partially ionized gas in the presence of a magnetic
field .",0.2355085385021201,0.2,0.21964686745336068,0.27758485737832317,0.2,0.2130483765146811,0.042076318876203056,0.25654669794022167
54,"how is the heat transfer downstream of the mass transfer region effected
by mass transfer at the nose of a blunted cone .",0.09190215037152656,0.1,0.16868158409931971,0.1418398800726387,0.1,0.21285246057565374,0.04993772970111214,0.11687101522208262
55,"to what extent can the available information for incompressible boundary
layers be applied to problems involving compressible boundary layers .",0.36508836256215027,0.4,0.42883013600658065,0.3993635071289303,0.4,0.3417898878078204,0.03427514456678005,0.3822259348455403
56,"to what extent can readily available steady-state aerodynamic data be
utilized to predict lifting-surface flutter characteristics .",0.14575105849267908,0.2,0.15566983485303754,0.12880805153512911,0.2,0.15797981595069657,-0.016943006957549966,0.1372795550139041
57,"what are the significant steady and non-steady flow characteristics
which affect the flutter mechanism .",0.10054156189131094,0.2,0.23073671873905705,0.07887808940332416,0.1,0.18506716146503144,-0.02166347248798678,0.08970982564731755
58,"is it possible to determine rates of forced convective heat transfer
from heated cylinders of non-circular cross-section,  (the fluid flow
being along the generators) .",0.23732056273107174,0.3,0.2178816431358735,0.154599856030062,0.1,0.12108270501347645,-0.08272070670100976,0.19596020938056685
59,"how much is known about boundary layer flows along non-circular
cylinders .",0.1915832455216017,0.1,0.20607801570427584,0.3105293828978039,0.1,0.32662592711430266,0.11894613737620222,0.2510563142097028
60,"is there any simple,  but practical,  method for numerical integration
of the mixing problem (i.e. the blasius problem with three-point
boundary conditions) .",0.418716577540107,0.3,0.5170077121620826,0.36036281179138324,0.3,0.40567263115233965,-0.05835376574872375,0.3895396946657451
61,"does there exist a closed-form expression for the local heat transfer
around a yawed cylinder .",0.547047619047619,0.3,0.6851691024258786,0.5473304473304473,0.3,0.6294429748465851,0.00028282828282832906,0.5471890331890332
62,"how far around a cylinder and under what conditions of flow,  if any,
is the velocity just outside of the boundary layer a linear function of
the distance around the cylinder .",0.054063227542173,0.1,0.06668920344096861,0.03368186062303709,0.0,0.0,-0.02038136691913591,0.04387254408260505
63,where can i find pressure data on surfaces of swept cylinders .,0.036021733510869194,0.0,0.0,0.050262876743139895,0.0,0.0,0.0142411432322707,0.043142305127004545
64,"can't the static deflection shapes be used in predicting flutter in
place of vibrational shapes . if so,  can we provide a justification by
means of an example .",0.6428571428571428,0.2,0.8484946226286495,0.5434782608695652,0.1,0.6787956981029196,-0.0993788819875776,0.593167701863354
65,"does the boundary layer on a flat plate in a shear flow induce a
pressure gradient .",0.3743928141358893,0.5,0.5631760916114558,0.2652404545946399,0.5,0.4319302016491222,-0.10915235954124941,0.31981663436526464
66,"can the procedure of matching inner and outer solutions for a viscous
flow problem be applied when the main stream is a shear flow .",0.18396367521367524,0.1,0.15416868446868615,0.10607601224949223,0.1,0.15416868446868615,-0.07788766296418301,0.14501984373158372
67,"can series expansions be found for the boundary layer on a flat plate in
a shear flow .",0.64476140213045,0.7,0.7500888152656768,0.5349469651105387,0.6,0.6667691030526519,-0.10981443701991123,0.5898541836204944
68,"what possible techniques are available for computing the injection
distribution corresponding to an isothermal transpiration cooled
hemisphere .",0.061264589443593385,0.1,0.16827202841841413,0.06056543651851569,0.1,0.15494189208647555,-0.0006991529250776965,0.060915012981054534
69,"what is known regarding asymptotic solutions to the exact boundary layer
equations .",0.08652260904361744,0.0,0.0,0.042877217815755396,0.0,0.0,-0.04364539122786205,0.06469991342968642
70,previous solutions to the boundary layer similarity equations .,0.10246168722002538,0.2,0.15747962362424628,0.09897889769313399,0.2,0.1375079324744767,-0.0034827895268913917,0.10072029245657968
71,experimental results on hypersonic viscous interaction .,0.044125189272430414,0.0,0.0,0.04529576027420855,0.0,0.0,0.0011705710017781354,0.04471047477331948
72,"what has been done about viscous interactions in relatively low reynolds
number flows,  particularly at high mach numbers .",0.09000284391402806,0.2,0.1112781819893507,0.13721611411587287,0.2,0.31363830294644224,0.047213270201844806,0.11360947901495047
73,"what role does the effect of chemical reaction (particularly when out of
equilibrium) play in the similitude laws governing hypersonic flows over
slender aerodynamic bodies .",0.3256078889668751,0.4,0.4423107813714198,0.36316265181361046,0.7,0.6551176893703071,0.03755476284673537,0.3443852703902428
74,"how significant is the possible pressure of a dissociated free stream
with respect to the realization of hypersonic simulation in high
enthalpy wind tunnels .",0.1710105083088954,0.2,0.20887538481027712,0.154349871261636,0.1,0.13392643788248648,-0.016660637047259397,0.1626801897852657
75,"do the discrepancies among current analyses of the vorticity effect
on stagnation-point heat transfer result primarily from the
differences in the viscosity-temperature law assumed .",0.22642600821900735,0.1,0.2899845889212568,0.03235643397012054,0.0,0.0,-0.19406957424888682,0.12939122109456394
76,"how far can one trust the linear viscosity-temperature solution
assumed in some of the analyses of hypersonic shock layer at low
reynolds number .",0.3346471885854677,0.3,0.4729367842700166,0.20858745238718096,0.2,0.324779646301465,-0.12605973619828675,0.27161732048632437
77,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime .",0.5711309523809524,0.4,0.517154580251037,0.3863239830345093,0.3,0.39615383721310166,-0.18480696934644303,0.47872746770773084
78,"has anyone explained the kink in the surge line of a multi-stage
axial compressor .",0.8055555555555555,0.3,0.8156868628654561,0.7555555555555555,0.3,0.8122044324192951,-0.04999999999999993,0.7805555555555554
79,"have any aerodynamic derivatives been measured at hypersonic mach
numbers and comparison been made with theoretical work .",0.06732930585169392,0.1,0.12624602730590243,0.06089530668308076,0.0,0.0,-0.006433999168613154,0.06411230626738734
80,"are methods of measuring aerodynamic derivatives available which
could be adopted for use in short running time facilities .",0.0658763111888112,0.0,0.0,0.01709273788896628,0.0,0.0,-0.048783573299844916,0.041484524538888734
81,"what are wind-tunnel corrections for a two-dimensional aerofoil
mounted off-centre in a tunnel .",0.45,0.2,0.4703895542422443,0.75,0.2,0.5879394370415081,0.3,0.6
82,"how do kuchemann's and multhopp's methods for calculating lift
distributions on swept wings in subsonic flow compare with each other and with
experiment .",0.45509560417898676,0.3,0.6068960965452157,0.28290321736171103,0.3,0.4546343035603415,-0.17219238681727572,0.3689994107703489
83,what is the present state of the theory of quasi-conical flows .,0.10009382586809809,0.1,0.16812753627111748,0.10496363987021533,0.1,0.16812753627111748,0.004869814002117237,0.1025287328691567
84,"references on the methods available for accurately estimating
aerodynamic heat transfer to conical bodies for both laminar and turbulent
flow .",0.31176780608621096,0.4,0.35043959090844345,0.4315948699540051,0.4,0.38553053452440805,0.11982706386779413,0.37168133802010805
85,"what parameters can seriously influence natural transition
from laminar to turbulent flow on a model in a wind tunnel .",0.01988578330904156,0.0,0.0,0.26279995578062715,0.1,0.2579266542703838,0.2429141724715856,0.14134286954483435
86,"can a satisfactory experimental technique be developed for measuring
oscillatory derivatives on slender sting-mounted models in supersonic
wind tunnels .",0.75,0.2,0.8772153153380493,0.5833333333333333,0.2,0.6934264036172708,-0.16666666666666674,0.6666666666666666
87,"what effect has the boundary layer in modifying the basic inviscid flow
behind the shock,  neglecting effects of leading edge and corner .",0.012973296563096318,0.0,0.0,0.011400327053261538,0.0,0.0,-0.0015729695098347807,0.012186811808178929
88,"how does a satellite orbit contract under the action of air drag in
an atmosphere in which the scale height varies with altitude .",0.7996031746031745,0.6,0.9380818475178836,0.6496031746031746,0.6,0.7280606648311084,-0.1499999999999999,0.7246031746031746
89,"how is the flow at transonic speeds about a delta wing different
from that on a closely-related tapered sweptback wing .",0.20664365832614326,0.2,0.2670127948487184,0.22389683959451404,0.2,0.3217572077985345,0.017253181268370776,0.21527024896032865
90,recent data on shock-induced boundary-layer separation .,0.2760317614346271,0.5,0.36043030629693196,0.20003036320807097,0.3,0.18132022134674636,-0.07600139822655613,0.23803106232134902
91,what interference effects are likely at transonic speeds .,0.3526923277627751,0.4,0.4559977146270124,0.4559797966383242,0.5,0.6477727225341792,0.10328746887554913,0.40433606220054963
92,"given complete freedom in the design of an airplane,  what procedure
would be used in order to minimize sonic boom intensity,  and is there a
limit to the degree of minimizing that can be accomplished .",0.5208791733889478,0.6,0.4028925513955535,0.508381098071117,0.6,0.36529776121957863,-0.01249807531783087,0.5146301357300325
93,"can methane-air combustion product be used as a hypersonic test
medium and predict, within experimental accuracies, the results
obtained in air .",0.5,0.1,0.6309297535714575,0.5,0.1,0.6309297535714575,0.0,0.5
94,"what is the theoretical heat transfer rate at the stagnation point of a
blunt body .",0.6205423153555871,0.6,0.572649124546192,0.591919742535251,0.6,0.5605113814718418,-0.02862257282033609,0.6062310289454191
95,what is the theoretical heat transfer distribution around a hemisphere .,0.75,0.2,0.5879394370415081,0.45,0.2,0.4703895542422443,-0.3,0.6
96,"has anyone investigated the unsteady lift distributions on finite
wings in subsonic flow .",0.33648247647132357,0.5,0.3639777288880991,0.45653138934687204,0.7,0.5315890359440729,0.12004891287554847,0.3965069329090978
97,"what information is available for dynamic response of airplanes to
gusts  or blasts in the subsonic regime .",0.10118040815972193,0.2,0.1425971101458859,0.18791412053326031,0.3,0.2889326477995364,0.08673371237353839,0.14454726434649112
98,"will forward or apex located controls be effective at low subsonic
speeds and how do they compare with conventional trailing-edge
flaps .",0.019661799387826785,0.0,0.0,0.02739172390608575,0.0,0.0,0.007729924518258966,0.023526761646956267
99,"given that an uncontrolled vehicle will tumble as it enters an
atmosphere, is it possible to predict when and how it will stop
tumbling and its subsequent motion .",0.2583333333333333,0.2,0.43845845361268365,0.271875,0.2,0.4520703757857374,0.013541666666666674,0.26510416666666664
100,"what are the effects of initial imperfections on the elastic buckling of
cylindrical shells under axial compression .",0.20330091480326462,0.2,0.30646854645034693,0.2202452625925339,0.3,0.3586906388610686,0.016944347789269287,0.21177308869789926
101,"why does the incremental theory and the deformation theory of plastic
stress-strain relationship differ greatly when applied to stability
problems .",0.8555555555555555,0.5,0.8065949812509472,0.811204481792717,0.5,0.8541286347110959,-0.04435107376283853,0.8333800186741362
102,basic dynamic characteristics of structures continuous over many spans .,0.5315920398009951,0.2,0.6177019359714346,0.4356303418803419,0.3,0.5968790579421086,-0.09596169792065323,0.4836111908406685
103,is the information on the buckling of sandwich sphere available .,0.02631578947368421,0.0,0.0,0.03333333333333333,0.0,0.0,0.007017543859649124,0.02982456140350877
104,"can the load deformation characteristics of a beam be obtained with the
material being inelastic and a non uniform temperature being present .",0.07240871956023529,0.0,0.0,0.1693533964216069,0.1,0.21398626473452756,0.09694467686137162,0.1208810579909211
105,"what is the effect of an internal liquid column on the breathing
vibrations of a cylindrical shell .",0.5546757164404224,0.3,0.7422329748991158,0.5580645161290323,0.3,0.7422329748991158,0.0033887996886099447,0.5563701162847273
106,experimental techniques in shell vibration .,0.3448026315789473,0.2,0.5571041560743527,0.4571633531461365,0.3,0.6739728796273322,0.11236072156718918,0.40098299236254187
107,"in summarizing theoretical and experimental work on the behaviour of a
typical aircraft structure in a noise environment is it possible to
develop a design procedure .",0.31361190289761715,0.3,0.38614459193818257,0.35205193120174033,0.4,0.4198600235980826,0.038440028304123186,0.33283191704967874
108,what data is there on the fatigue of structures under acoustic loading .,0.7364778079063792,0.5,0.6900217206383465,0.8061533704390846,0.5,0.751755835313366,0.06967556253270546,0.7713155891727319
109,panels subjected to aerodynamic heating .,0.034990061526794125,0.0,0.0,0.0397064733191974,0.0,0.0,0.004716411792403272,0.03734826742299576
110,"can increasing the edge loading of a plate beyond the critical value for
buckling change the buckling mode .",0.35086206896551725,0.2,0.6482276696408044,0.2822620623874396,0.1,0.5028666180369032,-0.06860000657807763,0.31656206567647843
111,"have the effects of an elastic edge restraint been considered in
previous papers on panel flutter .",0.3002860235003092,0.3,0.26304167967009107,0.32798171900339085,0.3,0.26267009189595986,0.027695695503081652,0.31413387125185
112,"has the solution of the clamped plate problem,  in the classical theory
of bending,  been reduced to two successive membrane boundary value
problems .",0.28125,0.1,0.23981246656813146,0.3125,0.1,0.23981246656813146,0.03125,0.296875
113,"what data exists on oscillatory aerodynamic forces on control surfaces
at transonic mach numbers .",0.05892117716651879,0.0,0.0,0.14298985956993293,0.1,0.19519002499605084,0.08406868240341414,0.10095551836822586
114,"it is not likely that the airforces on a wing of general planform
oscillating in transonic flow can be determined by purely analytical
methods . is it possible to determine the airforces on a single
particular planform, such as the rectangular one by such method .",0.1046401889477429,0.1,0.22216592739310984,0.08795952353292127,0.1,0.22216592739310984,-0.01668066541482162,0.09629985624033208
115,"is the problem of similarity for representative investigations of
aeroelastic effects in heated flow as intractable as previous investigations
imply .",0.012706524270710111,0.0,0.0,0.04875554530616665,0.1,0.16899301616355156,0.03604902103545654,0.03073103478843838
116,"what is the magnitude and distribution of lift over the cone and the
cylindrical portion of a cone-cylinder configuration .",0.07687161492421676,0.1,0.13315463217345028,0.060795423704157726,0.1,0.11469315735198049,-0.016076191220059037,0.06883351931418724
117,"is there any information on how the addition of a /boat-tail/ affects
the normal force on the body of various angles of incidence .",0.037241379310344824,0.0,0.0,0.03740562800274537,0.0,0.0,0.0001642486924005454,0.0373235036565451
118,"what are the aerodynamic interference effects on the fin lift and body
lift of a fin-body combination .",0.22016806722689075,0.1,0.3597186998521971,0.2246031746031746,0.2,0.39258655345796484,0.004435107376283859,0.22238562091503267
119,"what is the effect of initial axisymmetric deviations from circularity
on the non linear (large-deflection) load-deflection response of
cylinders under hydrostatic pressure .",1.0,0.1,1.0,1.0,0.1,1.0,0.0,1.0
120,"are previous analyses of circumferential thermal buckling of circular
cylindrical shells unnecessarily involved or even inaccurate due to the
assumed forms of buckling mode .",0.4790966443683037,0.5,0.55483789488311,0.46173339331234065,0.5,0.5067092988432153,-0.017363251055963036,0.47041501884032216
121,"what papers are there dealing with circumferential buckling either
thermal buckling or due to mechanical loading .",0.5167073667073667,0.3,0.47280853205334417,0.5366046234467288,0.4,0.503767871957562,0.019897256739362046,0.5266559950770477
122,"what analytical investigations have been made of the stability of
conical shells . how do the results compare with experiment .",0.24359840760532972,0.4,0.20419516450171457,0.36438795230306775,0.5,0.29289089862130974,0.12078954469773803,0.3039931799541987
123,"has any work been done on determining the nature of compressible
viscous flow in a straight channel .",0.16203703703703703,0.1,0.3031610197508214,0.12698412698412698,0.1,0.2119004592897435,-0.03505291005291006,0.144510582010582
124,"in what areas, other than low density wind tunnel flows, is viscous
compressible flow in slender channels a problem .
what analytical investigations have been made of the stability of
conical shells . how do the results compare with experiment .",0.004893902745417188,0.0,0.0,0.004814247891059228,0.0,0.0,-7.965485435796043e-05,0.004854075318238208
125,jet interference with supersonic flow  -dash experimental papers .,0.29001612225982837,0.3,0.32999043294735075,0.24320866456784335,0.3,0.3063222330898936,-0.04680745769198502,0.26661239341383586
126,thrust vector control by fluid injection -dash papers .,0.16314815845109604,0.2,0.35571812677402137,0.22017169218322127,0.2,0.4718040076989788,0.05702353373212524,0.19165992531715864
127,"is it possible to obtain a reasonably simple analytical solution to the
heat equation for an exponential (in time) heat input .",0.1782092432184939,0.1,0.18804762895303986,0.12407364787111622,0.1,0.1283624763817471,-0.05413559534737769,0.15114144554480508
128,"has anyone programmed a pump design method for a high-speed digital
computer .",0.020646020646020648,0.0,0.0,0.017466082683473987,0.0,0.0,-0.003179937962546661,0.019056051664747317
129,"has anyone derived simplified pump design equation from the fundamental
three-dimensional equations for incompressible nonviscous flow .",0.29225647630016877,0.3,0.41237833527349776,0.3852979318817828,0.4,0.5311527789860895,0.09304145558161403,0.3387772040909758
130,"what are the flutter characteristics of the exposed skin panels of the
x-15 vertical stabilizer when subjected to aerodynamic heating .",0.42439613526570036,0.4,0.5910370011884559,0.5023370927318295,0.4,0.6879589050840057,0.07794095746612911,0.4633666139987649
131,"what agreement is found between theoretically predicted instability
times and experimentally measured collapse times for compressed columns
in creep .",0.2921717171717172,0.3,0.21249866339559725,0.3092957928087238,0.3,0.16972454318915595,0.01712407563700663,0.3007337549902205
132,theoretical studies of creep buckling .,0.6634977753727754,0.8,0.6266544412771529,0.7170732970732971,0.8,0.5733344106370996,0.05357552170052171,0.6902855362230362
133,experimental studies of creep buckling .,0.2013738892686261,0.1,0.1658437712408864,0.27065642107658916,0.3,0.3352402212090092,0.06928253180796307,0.23601515517260763
134,"is it possible to correlate the results on the creep buckling of widely
different structures within the framework of a single theory .",0.22549019607843135,0.1,0.23463936301137822,0.27702702702702703,0.1,0.2960819109658652,0.05153683094859568,0.2512586115527292
135,what are the experimental results for the creep buckling of columns .,0.6008231351981351,0.3,0.30645583200080107,0.7200854700854701,0.5,0.530851479113075,0.11926233488733495,0.6604543026418026
136,"what are the results for the creep buckling of round tubes under
external pressure .",0.1626984126984127,0.1,0.38979290227231644,0.43225806451612897,0.2,0.8359235133422792,0.26955965181771624,0.29747823860727085
137,"have any analytical studies been conducted on the time-to-failure
mechanism associated with creep collapse for a long circular cylindrical
shell which exhibits both primary and secondary creep as well as elastic
deformations under various distributed force systems .",0.24107142857142858,0.2,0.24370913791925672,0.20862470862470864,0.2,0.27965946629108696,-0.03244671994671994,0.2248480685980686
138,"has the effect of initial stresses,  on the frequencies of vibration of
circular cylindrical shells,  been investigated .",0.11490683229813664,0.1,0.20438239758848611,0.15357142857142858,0.1,0.2640681225725909,0.03866459627329194,0.1342391304347826
139,"has the effect of the change of initial pressure due to deformation,  on
the frequencies of vibration of circular cylindrical shells been
investigated .",0.00885157253943086,0.0,0.0,0.010497436077338631,0.0,0.0,0.0016458635379077713,0.009674504308384745
140,"what are the discontinuity stresses at junctions in pressurized
structures .",0.09484804488286382,0.2,0.2522618131027691,0.18457388805436345,0.2,0.3925462634010175,0.08972584317149963,0.13971096646861364
